Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
8,64,,"Wed, 16 Feb 2022 06:02:07 +0000",Brewlab: Nectaron (Cask Ale),Lion Brewery Co,,Singapore,Beer,Traditional Ale,,4% ABV,,"A Commonwealth Cask Ale that nods to the traditional British style, but with a modern Kiwi dry hop twist. Nectaron hops offer notes of passionfruit, peach, grapefruit, and pineapple that provide a fruity balance to the pale ale malt body and finish, while the low carbonation of this traditional ale allows the complex flavours to shine through. A new-age cask ale to savour.",,https://assets.untappd.com/site/beer_logos_hd/beer-4535844_ebf89_hd.jpeg
8,65,,"Fri, 20 Jan 2023 06:47:13 +0000",Podium Brut,Lion Brewery Co,,Singapore,Beer,IPA - Brut,,5.9% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,66,,"Mon, 13 Jun 2022 10:07:05 +0000",Ella Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.5% ABV,,"A cleanly-fermented beer showcasing the characteristic tropical, citrusy and grassy notes of Australian Ella hops. Our Ella Pils is brewed with a neutral malt base, which provides the balance for this drinkable, refreshing, and hop-forward pilsner. Medium body, velvety soft mouthfeel and dry finish. How bloody good!",,https://assets.untappd.com/site/beer_logos_hd/beer-4795210_c6fea_hd.jpeg
8,67,,"Thu, 07 Mar 2024 13:57:14 +0000",Ginger Beer,Lion Brewery Co,,Singapore,Beer,Hard Ginger Beer,,4.6% ABV,,"Our alcoholic Ginger Beer uses locally sourced ginger, gently pressed to extract the essence of the root’s flavour and aroma. Blended with sun-dried raisins for a balanced sweetness, and fermented with both beer and champagne yeasts, this zingy new brew is the antidote to a sticky IPA. Fizzy, boozy, and fantastic. 
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5532858_06aa3_hd.jpeg
8,68,,"Wed, 13 Jul 2022 07:55:58 +0000",Dearg Ale,Lion Brewery Co,,Singapore,Beer,Red Ale - Irish,,4% ABV,,"An easy-drinking pint for easy-going people. Dearg is 'Red' in Gaelic, and this is a Nitro Irish Red that's malty with a soft toffee sweetness, lovingly balanced with subtle bitterness and a touch of dry roastiness in the finish.
Clean and smooth, we are sure you're going to love our Dearg Ale - even if you don't know how to pronounce the name.",,https://assets.untappd.com/site/beer_logos_hd/beer-4735054_54856_hd.jpeg
8,69,,"Wed, 22 Mar 2023 09:30:12 +0000",Leaving On A Jet Plane,Lion Brewery Co,,Singapore,Beer,Fruit Beer,,4.7% ABV,,"This blood orange beauty is named in honour of our Jet, and mirrors some of their best traits - vibrant, full of zest and fabulous. Leaving On A Jet Plane is an intense sight to behold, but looks can be deceiving – what we’ve got here is a very clean beer base, paired with blood orange and a shot of beetroot for a slightly sweet-sour aftertaste. Trust us - you'll absolutely fly through it.",,https://assets.untappd.com/site/beer_logos_hd/beer-5053315_b0ec7_hd.jpeg
8,70,,"Sun, 03 Apr 2022 13:46:39 +0000",Zizi Stardust,Lion Brewery Co,,Singapore,Beer,Mead - Braggot,,5.5% ABV,,"A Braggot is a traditional beer-mead hybrid that’s been enjoyed since the 12th century, and we wanted to share this stellar union. A marriage of honey and malt that is delicately flavoured with light malts, its sweetness counterbalanced by pine and grapefruit bitterness from Cascade hops. Infused with two strains of honey: Longan flower, and the spectacular wild Ziziphus Blossom honey - supplied by our local partners BeeAmazed. Nectar of the Gods.",,https://assets.untappd.com/site/beer_logos_hd/beer-4627624_7748c_hd.jpeg
8,71,,"Wed, 11 Oct 2023 11:30:57 +0000",Api Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.4% ABV,,"After the scorching sun baked and dried out these chillies, we dosed a few handful of them into our Pils to push the boundaries of our craft. Singapore is synonymous with heat, and our Api Pils celebrates that; with its spicy flavours, and the fact that it's perfect for a hot day. The aroma of the red peppers makes for a refreshing change from the usual hop bouquet, and tiny tendrils of heat linger on an otherwise crisp finish. Die die must try.",,https://assets.untappd.com/site/beer_logos_hd/beer-5450018_f76e9_hd.jpeg
8,72,,"Mon, 15 Jul 2024 10:28:18 +0000",Gie It Malty,Lion Brewery Co,,Singapore,Beer,Scotch Ale / Wee Heavy,,6.4% ABV,,"Brewed in collaboration with the famous St. Andrew’s Society Singapore, we’ve got ourselves a Wee Heavy of a beer, indeed! Malt-forward, with delicious hints of caramel notes and a full and robust mouthfeel, this beer will have you dreaming of the highlands of Alba. Gie it laldy and get it down ya!

Available on draught and in cask.",,https://assets.untappd.com/site/beer_logos_hd/beer-5830459_91f1d_hd.jpeg
8,73,,"Wed, 07 Sep 2022 10:14:52 +0000",Brute Pale,Lion Brewery Co,,Singapore,Beer,Lager - American,,4.7% ABV,,Dry-hopped Lager,,https://assets.untappd.com/site/beer_logos_hd/beer-3902573_00307_hd.jpeg
8,74,,"Wed, 02 Mar 2022 12:58:26 +0000",Cranberry Kölsch,Lion Brewery Co,,Singapore,Beer,Kölsch,,5% ABV,,"‘Tis the season to make merry, and Lion Brewery Co x Archipelago Brewery have teamed up for the perfect festive brew. Together, we've concocted a refreshing, beautifully balanced Kolsch imbued with a bit of Christmas magic. Spruced with noble hops and Norwegian Kveik yeast (cultivated by ol’ Nick himself), the low-malt body and signature Kölsch sweetness are tinged with that unique Cranberry flavour. This beer is sure to get you in the holiday spirit, especially when paired with our Christmas specials. We won’t judge you if you dip your turkey into it...",,https://assets.untappd.com/site/beer_logos_hd/beer-4636997_9ad58_hd.jpeg
8,75,,"Sat, 11 Mar 2023 01:48:38 +0000",Snow Daisy Gose,Lion Brewery Co,,Singapore,Beer,Sour - Traditional Gose,,4.5% ABV,,"Lion Brewery Co & Sunbird Brewing Co have come together to bring you a Gose with the heart of Singapore and the soul of the snow-capped Kunlun Mountains. Deep gold-coloured with a medium-low body, the hero of this beer is undoubtedly the Snow Chrysanthemum, which exudes floral notes and a delicious aroma of kumquat to compliment its earthy, tart taste. A symbol of hope and unity, this Gose is a friend to all - in keeping with the great friendship shared by our two breweries.",,https://assets.untappd.com/site/beer_logos_hd/beer-4352617_ff146_hd.jpeg
8,76,,"Sun, 13 Nov 2022 08:32:53 +0000",Merlin's Staff (Cask Ale),Lion Brewery Co,,Singapore,Beer,Traditional Ale,,6.3% ABV,,"Our cask version of Bramling Cross IPA, Merlin’s Staff is infused with a rather rare breed of British hop. Bramling Cross was first harvested in 1927, and exhibits signature notes of blackberry and gooseberry, with a hint of vanilla spice. Well-attenuated, with a moderate dry finish and a hoppy aroma and flavour. Thank the heavens for this classic English cask ale!",,https://assets.untappd.com/site/beer_logos_hd/beer-5001854_773b2_hd.jpeg
8,77,,"Wed, 23 Feb 2022 05:38:10 +0000",Brewlab Beer: Lah-Ger,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.8% ABV,,"A modern, Singapore variation on the most popular beer style in the world. Crafted with only Pilsner malt and a smattering of Carahell, our Lah-Ger presents a dry, light body with a lingering bitterness, and that oh-so-delicate waft of Citra dry-hops in the finish. Light, balanced and delicious.",,https://assets.untappd.com/site/beer_logos_hd/beer-4486512_be609_hd.jpeg
8,78,,"Fri, 03 Dec 2021 13:09:04 +0000",Brewlab Beer: Aloyha Pale Ale,Lion Brewery Co,,Singapore,Beer,Pale Ale - American,,5.8% ABV,,"Take a sip, close your eyes, and listen to the waves lapping the shore on a faraway island: it’s the closest you’re going to get to travelling anywhere for now. The aromatics of tropical fruit, citrus and berries feel like warm sun on your face, the full malt body as comforting as sand between your toes, and the lingering bitterness gently rests on your taste buds like a beautiful sunset over the sea. Paradise in the palm of your hands.",,https://assets.untappd.com/site/beer_logos_hd/beer-4525514_a104f_hd.jpeg
8,79,,"Thu, 11 Aug 2022 15:27:55 +0000",Pastel Milkshake,Lion Brewery Co,,Singapore,Beer,IPA - Milkshake,,6% ABV,,"Imagine a tropical, ice-cream-like beer with flavours of ripe peaches and vanilla. Then add nitro, and enjoy the creamiest of creamy IPAs: our Pastel Milkshake masterpiece. Super-smooth and pleasantly hoppy, with notes of passionfruit and light spice thanks to the addition of Zappa hops. A dreamy peach of a beer.",,https://assets.untappd.com/site/beer_logos_hd/beer-4928270_5316b_hd.jpeg
8,80,,"Wed, 17 Aug 2022 09:42:04 +0000",Pacific Coast IPA,Lion Brewery Co,,Singapore,Beer,IPA - Other,,6.6% ABV,,"A classic Pacific Coast IPA, but not necessarily the coast you’d immediately think of (it’s a big ocean). Using East Coast Australia and New Zealand hops and malts, we’ve crafted a uniquely Antipodean take on the style. Hardy bitterness at the start and late kettle additions creates a flavour (with a u) that's bursting in tropical and citrus tones, while the medium-light maltiness pulls it all together in harmony.",,https://assets.untappd.com/site/beer_logos_hd/beer-4486504_22b54_hd.jpeg
8,81,,"Sat, 09 Jul 2022 06:18:53 +0000",Cloudy Day,Lion Brewery Co,,Singapore,Beer,Pale Ale - American,,4.5% ABV,,"Cloudy Day is the unfiltered version of our classic Straits Pale Ale. A seasonal take on one of our best-loved beers, it’s got an even more pronounced Citra hop aroma and the same clean, dry finish. After the intense heat in Singapore over these past few weeks, I think we could all do with a Cloudy Day!",,https://assets.untappd.com/site/beer_logos_hd/beer-4867072_a6668_hd.jpeg
8,82,,"Wed, 29 Nov 2023 07:32:08 +0000",Lunar Osmanthus Wit,Lion Brewery Co,,Singapore,Beer,Wheat Beer - Witbier / Blanche,,5% ABV,,A local SG twist on the traditional Belgian Wit style. The creamy wheat base is complemented by the addition of Chen Pi (tangerine peel) and coupled with Osmanthus flowers and coriander seeds to enhance the beer’s wonderful aroma.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,83,,"Mon, 15 Jul 2024 10:03:48 +0000",Superdelic Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,3.5% ABV,,"Brewed in partnership with Deadman Brewery in Hong Kong, this pilsner is a light, hop-bright brew for endless summers. Notes of red fruits linger above a smooth pils malt base in what is a crushable beer, made for cruising through the afternoon and well into the evening.",,https://assets.untappd.com/site/beer_logos_hd/beer-5835648_e30fc_hd.jpeg
8,84,,"Thu, 11 Jul 2024 08:55:42 +0000",Stay Proud,Lion Brewery Co,,Singapore,Beer,IPA - Session,,3.5% ABV,,"Don’t be deceived by its relaxed ABV - this beer is loud and proud, with a beautifully hoppy kick. Brewed for every occasion and every colour of the rainbow, it’s a beer we can all enjoy as equals - and that’s the main message of our Stay Proud Session Ale.",,https://assets.untappd.com/site/beer_logos_hd/beer-5856348_a5f00_hd.jpeg
8,85,,"Thu, 29 Feb 2024 13:46:04 +0000",Brewlab: Singapore Wit,Lion Brewery Co,,Singapore,Beer,Wheat Beer - Witbier / Blanche,,5% ABV,,"A local twist on the traditional Belgian Wit style. A creamy wheat base, complemented by the addition of chen pi (Tangerine peel – the whole fruit is traditionally gifted to bring good fortune), coupled with osmanthus flowers to sweeten the aroma with a touch of apricot.",,https://assets.untappd.com/site/beer_logos_hd/beer-4631238_d52f4_hd.jpeg
8,86,,"Fri, 01 Jul 2022 10:39:23 +0000",Rosella Lager,Lion Brewery Co,,Singapore,Beer,Kölsch,,4.6% ABV,,"Lion Brewery Co are diving into the world of NFTs with this beer collab with Hola Mona, founded by leading Singapore artists. Together, we've come up with a beer to celebrate the wild new frontier of crypto and non-fungible tokens. This red-hued Rosella Lager is a fittingly unique brew, with rosé aromas tinged with jasmine blossoms. Mild sweetness is followed by slightly sour notes and an almost-imperceptible bitterness, and rosella tea flavours linger on the finish. This beautiful infusion of local botanicals celebrates the Singapore art scene in bold strokes. Scan the QR code to Mint your own Mona!",,https://assets.untappd.com/site/beer_logos_hd/beer-4717355_05268_hd.jpeg
8,87,,"Fri, 27 Aug 2021 13:55:48 +0000",Brewlab Beer: ANZAC Biscuit Ale,Lion Brewery Co,,Singapore,Beer,Blonde / Golden Ale - Other,,5.9% ABV,,"Inspired by a recipe handed down by our brewer's mum, this beer is a tribute to the history of Anzac Biscuits. From the first waft of the golden syrup-laced coconut aroma to the biscuit finish, this ale delivers exactly what's on the tin. Lashings of oats, golden syrup and coconut makes this exactly like Anzac Biscuits have been crumbled into the beer. Mum would have been proud.",,https://assets.untappd.com/site/beer_logos_hd/beer-4415231_b120d_hd.jpeg
8,88,,"Thu, 30 Mar 2023 14:38:43 +0000",Tartan Army,Lion Brewery Co,,Singapore,Beer,Scotch Ale / Wee Heavy,,6.4% ABV,,"A richly malty brew, with significant caramel notes and hints of roasted malt. We’ve toned down hop flavours and bitterness in our Wee Heavy to allow the malts to shine, though you’ll detect some shaded notes of plums, raisins and dried fruit. Named in honour of Scottish football’s famous travelling fans, known to enjoy a pint or two... Aye, enjoy it.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,89,,"Fri, 30 Dec 2022 06:25:59 +0000",Mixed Berry Seltzer,Lion Brewery Co,,Singapore,Beer,Hard Seltzer,,5% ABV,,"Light and crushable, with just the right touch of mixed berry notes and a super-clean finish.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,90,,"Sat, 08 Jun 2024 06:30:58 +0000",Keep Calm Session Ale,Lion Brewery Co,,Singapore,Beer,IPA - Session,,3.5% ABV,,"Brewed for those who are here for a good time AND a long time. They say balance is the key to happiness, and this beer is a true mid-strength at 3.5% ABV, enhanced by a hoppy aroma. Keep calm and carry on with this session ale for your ultimate enjoyment.",,https://assets.untappd.com/site/beer_logos_hd/beer-5775093_3eb5f_hd.jpeg
8,91,,"Sun, 01 Aug 2021 11:30:55 +0000",Brewlab Beer: This One Goes To Eleven,Lion Brewery Co,,Singapore,Beer,IPA - Triple,,11% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,92,,"Thu, 18 Nov 2021 11:09:23 +0000",Brewlab: Eclipse (Cask Ale),Lion Brewery Co,,Singapore,Beer,Traditional Ale,,4% ABV,,"This Commonwealth Cask Ale gives a respectful nod to the traditional British Cask Ale style, but with a modern dry hop of a strain unique to the Commonwealth Nation of Australia. Eclipse has notes of sweet mandarin, zesty citrus peel and fresh pine, giving a bright lift to the pale ale malt body and finish, while the low carbonation of traditional cask ales allows the flavours to shine through. Respect tradition, embrace innovation.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-4535842_82b39_hd.jpeg
